StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q1_Consent,Q3_Age,Q4_Gender,Q5_Edu_level,Q7_Pol_Ideology_1,Q8_Emp,Q10_Trust_1,Q10_Trust_2,Q10_Trust_3,Q10_Trust_4,Q11_WE_Home,Q12_WE_Visit,Q13_WE_Emp,Q14_WE_Invest,Q15_WT_Dist,Q16_WEUse,Q17_Know_1,Q17_Know_2,Q17_Know_3,Q17_Know_4,Q17_Know_5,Q17_Know_6,Q18,Q20_Env_Concern_1,Q20_Env_Concern_2,Q20_Env_Concern_3,Q20_Env_Concern_4,Q20_Env_Concern_5,Q20_Env_Concern_DO,Q24_SA_Att_1,Q24_SA_Att_2,Q24_SA_Att_3,Q24_SA_Att_4,Q24_SA_Att_5,Q25_SA_Fact_1,Q25_SA_Fact_2,Q25_SA_Fact_3,Q25_SA_Fact_4,Q25_SA_Fact_5,Q25_SA_Fact_6,Q25_SA_Fact_7,Q25_SA_Fact_8,Q25_SA_Fact_DO,Q26_SA_Behav_1,Q26_SA_Behav_2,Q26_SA_Behav_3,Q26_SA_Behav_4,Q26_SA_Behav_5,Q26_SA_Behav_DO,Q27_WTP,Q28_Acc_1,Q28_Acc_2,Q28_Acc_DO,Q29_Eco_Perc_1,Q29_Eco_Perc_2,Q29_Eco_Perc_3,Q29_Eco_Perc_4,Q29_Eco_Perc_5,Q29_Eco_Perc_6,Q29_Eco_Perc_7,Q30_Env_Id_1,Q30_Env_Id_2,Q30_Env_Id_3,Q30_Env_Id_4,Q30_Env_Id_5,Q30_Env_Id_6,Q30_Env_Id_7,Q30_Env_Id_8,Q30_Env_Id_9,Q30_Env_Id_10,Q30_Env_Id_11,Q30_Env_Id_DO,Q31_Check,Q31_Check_DO,Q32_Social_Norm_1,Q32_Social_Norm_2,Q32_Social_Norm_3,Q33_Comm_ID_1,Q33_Comm_ID_2,Q33_Comm_ID_3,Q34_Trust_Gen_1,Q34_Trust_Gen_2,Q34_Trust_Gen_3,FL_24_DO
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,"Estimado participante,



Bienvenido a la encuesta!



Título del estudio: Actitudes públicas hacia la energía eólica en España.



Proyecto: WENDY - Análisis multicriterio de los factores técnicos, medioambientales y sociales que impulsan la aceptación de las tecnologías eólicas.



Objeto de la investigación: Este estudio de investigación forma parte de un proyecto europeo denominado WENDY, financiado por el programa Horizonte Europa de la Comisión Europea mediante el acuerdo de subvención nº 101084137. El objetivo de la encuesta es recopilar información sobre los factores sociales y psicológicos que influyen en la aceptación, el apoyo o la oposición de las personas a la energía y los parques eólicos. En este objetivo colaboran nueve socios europeos (Fundación Circe, White Research, Stiftelsen Norsk Institutt for Naturforskning NINA, Enel Green Power, Norwegian Offshore Wind, Minoan Energy Community, Copenhagen Business School, APPA Renovables y Q-Plan International).

En este estudio le presentamos alguna información sobre la energía eólica y los parques eólicos y le pedimos que responda a algunas preguntas sencillas. También se le pedirá que facilite algunos datos personales durante la encuesta.



Tú participación: Le invitamos a realizar esta encuesta para ayudarnos a comprender los factores que influyen en la aceptación social de la energía eólica. La encuesta le llevará unos 10-15 minutos. Su participación es totalmente voluntaria, y puede dejar de participar cuando lo desee. Si no desea facilitar la información solicitada, la única consecuencia es que no podrá participar en el proyecto de investigación.



Riesgos y beneficios: Por lo que sabemos, responder a esta encuesta no entraña más riesgos que la vida cotidiana. No obstante, si desea no responder a alguna pregunta concreta, puede dejarla en blanco. No tiene que darnos ninguna razón para no responder a ninguna pregunta o para negarse a participar en la encuesta en línea. No hay beneficios directos para usted, pero su participación nos ayudaría a entender las diferentes razones que hay detrás de la oposición social a los parques eólicos en la UE y nos ayudaría a diseñar mejores soluciones para este reto. No hay incentivos económicos por participar en esta encuesta.



Confidencialidad: Todos sus datos personales serán confidenciales. Ninguna de las respuestas de la encuesta podrá ser atribuida a persona alguna. En caso de que se publiquen los resultados de esta encuesta, se anonimizarán todos los nombres individuales y demás información personal identificable (no se utilizarán nombres ni datos personales). Para minimizar los riesgos, sólo recogemos la información personal absolutamente necesaria para alcanzar los objetivos del estudio.

Todas las instituciones asociadas que participan en el proyecto WENDY se adhieren al Reglamento General de Protección de Datos (RGPD) de la Unión Europea y a otras legislaciones europeas y nacionales pertinentes.



Base jurídica del tratamiento de datos personales: Los datos personales relativos a educación, ingresos, edad, sexo, etc. se tratan de conformidad con el artículo 6 (1), litra e. Los datos no se transfieren a terceros países.



Destinatarios de los datos personales: Sus datos personales no se compartirán ni se facilitarán a nadie ajeno al proyecto. No obstante, la información se compartirá con los demás socios europeos en el marco de este proyecto de investigación. También podremos compartir los datos que recopilemos sobre usted para utilizarlos en futuros estudios de investigación o con otros investigadores o editores de revistas. Si compartimos los datos que recopilamos sobre usted, eliminaremos cualquier información personal antes de compartirla, es decir, sólo se compartirán datos anónimos.



Período de conservación de los datos: Sus datos serán anonimizados durante la recogida. Dado que los datos anonimizados no contienen identificadores personales, se almacenarán y conservarán con fines de investigación.



Contacto: Si tiene alguna duda, puede preguntar a la persona que realiza la encuesta O puede ponerse en contacto con el equipo de investigación - 

	Roopali Bhatnagar (rbh.msc@cbs.dk), Copenhagen Business School, Denmark



	Ana Talayero Navales (aptalayero@fcirce.es), Fundación Circe, España



Copenhagen Business School será responsable del acceso a los datos y de su tratamiento.



Si tiene alguna pregunta sobre la seguridad de los datos que no desee plantear a los miembros del equipo de investigación, también puede ponerse en contacto con el responsable de la protección de datos (RPD) de Copenhagen Business School, el Sr. Jesper Smedegaard Madsen (dpo@cbs.dk).



Si ha leído y comprendido la información anterior, indique su elección a continuación",¿Cuál es su edad (en años)?,¿Cúal es su género?,¿Cuál es su nivel de Educación completado?,"He aquí una escala de 7 puntos que muestra la posible ideología política, desde extremadamente liberal (izquierda) a extremadamente conservadora (derecha). ¿Dónde se situaría usted en esta escala? - Ideología politica",¿Cuál es su actual situación laboral?,¿Hasta qué punto le parece digno de confianza: - El gobierno nacional?,¿Hasta qué punto le parece digno de confianza: - El gobierno local (regional y municipal)?,¿Hasta qué punto le parece digno de confianza: - Los desarrolladores de parques eólicos?,¿Hasta qué punto le parece digno de confianza: - Los suministradores de energía electrica?,¿Vives cerca de un parque eólico?,¿Has visto alguna vez un aerogenerador de cerca o has visitado un parque eólico?,"¿Su empleo está relacionado de algún modo con la industria eólica (por ejemplo, promotor, inversor, consultor, gestor de proyectos, responsable político)?","¿Ha invertido ya en un parque eólico en su comunidad, región o país?",¿A qué distancia aproximadamente se encuentran los aerogeneradores de su lugar de residencia (en kms)?,¿Utilizas electricidad generada por energía eólica en casa o en el trabajo?,"Por favor, indique su opinión sobre las siguientes afirmaciones: - Los aerogeneradores matan aves.","Por favor, indique su opinión sobre las siguientes afirmaciones: - La energía eólica es cara y no puede competir con las fuentes de energía tradicionales (carbón, petróleo, etc.).","Por favor, indique su opinión sobre las siguientes afirmaciones: - La energía eólica aumentará su factura energética mensual.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Los aerogeneradores son ruidosos y pueden afectar a la salud.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Alrededor del 95% de un aerogenerador puede reciclarse.","Por favor, indique su opinión sobre las siguientes afirmaciones: - La generación de energía a partir de turbinas eólicas no emite gases de efecto invernadero.",¿Cuál está siendo la principal fuente de generación de electricidad en España (2024)?,"Por favor, indique su opinión sobre las siguientes afirmaciones: - El cambio climático está fuera de control, es demasiado tarde para hacer nada al respecto.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Los efectos del cambio climático están demasiado lejos en el futuro como para preocuparme realmente.","Por favor, indique su opinión sobre las siguientes afirmaciones: - El medio ambiente es una prioridad baja en comparación con otras cosas de mi vida.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Si las cosas siguen su curso actual, pronto experimentaremos un gran desastre medioambiental.","Por favor, indique su opinión sobre las siguientes afirmaciones: - La llamada ""crisis medioambiental"" a la que se enfrenta la humanidad se ha exagerado enormemente.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Display Order","Por favor, indique su opinión sobre las siguientes afirmaciones: - Estoy a favor de la tecnología de la energía eólica, en general.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Estoy a favor de construir parques eólicos en mi país.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Estoy a favor de la construcción de un parque eólico en mi región (a 10-15 km de mi residencia).","Por favor, indique su opinión sobre las siguientes afirmaciones: - Estoy a favor de la construcción de un parque eólico en mi municipio (a 3-5 kms de mi residencia).","Por favor, indique su opinión sobre las siguientes afirmaciones: - Estoy a favor de la construcción de un parque eólico en mi comunidad (a 1-2 kms de mi residencia).","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Cuestiones medioambientales (por ejemplo, impacto en la biodiversidad, la fauna, el ecosistema)","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Cuestiones climáticas (calentamiento global, emisiones de CO2, etc.)","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Cuestiones relacionadas con el paisaje (por ejemplo, impacto visual, ruido, ubicación de los parques eólicos).","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Cuestiones económicas (por ejemplo, oportunidades de empleo, beneficios para la comunidad, indemnizaciones, valor de la propiedad, precio de la electricidad).","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Problemas de salud (por ejemplo, molestias, estrés)","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Cuestiones políticas (por ejemplo, impuestos, toma de decisiones políticas, política energética)","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Otras cuestiones (por ejemplo, la confianza en las autoridades locales, los promotores de energía eólica, la industria eólica, la equidad de las decisiones).","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Cuestiones técnicas (por ejemplo, tamaño de las turbinas, número de turbinas en un parque eólico, diseño de las turbinas, capacidad de reciclaje de las turbinas).","A la hora de formarse una opinión sobre la energía eólica, indique qué importancia tienen los siguientes factores: - Display Order","En los próximos 12 meses, ¿estaría dispuesto a: - Ser voluntario como promotor de la energía eólica en su comunidad local (por ejemplo, 1 hora cada semana)?","En los próximos 12 meses, ¿estaría dispuesto a: - Unirse a una comunidad de energía eólica en su región?","En los próximos 12 meses, ¿estaría dispuesto a: - Invertir en un parque eólico comunitario en su municipio?","En los próximos 12 meses, ¿estaría dispuesto a: - Participar en acciones de protesta o iniciativas ciudadanas contra un proyecto de energía eólica previsto en su comunidad local?","En los próximos 12 meses, ¿estaría dispuesto a: - Participar en consultas ciudadanas sobre un parque eólico en su comunidad local?","En los próximos 12 meses, ¿estaría dispuesto a: - Display Order","En una escala de 0 a 20 euros, indique cuánto estaría dispuesto a pagar cada mes para apoyar proyectos de energía eólica en su región o comunidad:","Para ti, ¿Como de aceptable es? - Parques eólicos terrestres?","Para ti, ¿Como de aceptable es? - Parques eólicos marinos?","Para ti, ¿Como de aceptable es? - Display Order",¿Cuánto cree que cuesta producir electricidad a partir de estas fuentes de energía? - Viento terrestre,¿Cuánto cree que cuesta producir electricidad a partir de estas fuentes de energía? - Viento marina,¿Cuánto cree que cuesta producir electricidad a partir de estas fuentes de energía? - Sol,¿Cuánto cree que cuesta producir electricidad a partir de estas fuentes de energía? - Gas Natural (ciclo combinado),¿Cuánto cree que cuesta producir electricidad a partir de estas fuentes de energía? - Carbón (central térmica),¿Cuánto cree que cuesta producir electricidad a partir de estas fuentes de energía? - Hidráulica,¿Cuánto cree que cuesta producir electricidad a partir de estas fuentes de energía? - Nuclear,"Indique en qué medida le describe cada una de las siguientes afirmaciones: - Me gusta pasar tiempo al aire libre en entornos naturales (por ejemplo, bosques, montañas, ríos, campos, parques locales, lagos, playas o jardines frondosos).","Indique en qué medida le describe cada una de las siguientes afirmaciones: - Me considero parte de la naturaleza, no separado de ella.","Indique en qué medida le describe cada una de las siguientes afirmaciones: - Si dispusiera de recursos suficientes, como tiempo o dinero, dedicaría parte de ellos a proteger el entorno natural.","Indique en qué medida le describe cada una de las siguientes afirmaciones: - Cuando estoy disgustada o estresada, puedo sentirme mejor pasando un rato al aire libre rodeada de naturaleza.","Indique en qué medida le describe cada una de las siguientes afirmaciones: - Comportarse de forma responsable con la naturaleza, llevar un estilo de vida sostenible, es importante para mí.",Indique en qué medida le describe cada una de las siguientes afirmaciones: - Aprender sobre el mundo natural debería formar parte de la educación de todos.,"Indique en qué medida le describe cada una de las siguientes afirmaciones: - Si pudiera elegir, preferiría vivir en un lugar con vistas al entorno natural, como árboles o campos.",Indique en qué medida le describe cada una de las siguientes afirmaciones: - Me faltaría una parte importante de mi vida si no pudiera salir y disfrutar de la naturaleza de vez en cuando.,Indique en qué medida le describe cada una de las siguientes afirmaciones: - Me siento renovado cuando paso tiempo en la naturaleza.,Indique en qué medida le describe cada una de las siguientes afirmaciones: - Me siento cómodo en la naturaleza.,"Indique en qué medida le describe cada una de las siguientes afirmaciones: - Me gusta encontrarme con elementos de la naturaleza, como árboles o hierba, aunque esté en la ciudad.",Indique en qué medida le describe cada una de las siguientes afirmaciones: - Display Order,"En la imagen y el texto sobre la energía eólica que te mostraron antes en la encuesta, ¿qué costes y beneficios se mencionaban?","En la imagen y el texto sobre la energía eólica que te mostraron antes en la encuesta, ¿qué costes y beneficios se mencionaban? - Display Order","Por favor, indique su opinión sobre las siguientes afirmaciones: - Muchos de mis vecinos y amigos utilizan electricidad generada a partir de fuentes de energía renovables.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Mis vecinos, amigos y familiares esperan que ahorre energía.","Por favor, indique su opinión sobre las siguientes afirmaciones: - La gente que me importa aprobaría mi participación en proyectos locales de energía eólica.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Me siento muy unida a la comunidad en la que vivo.","Por favor, indique su opinión sobre las siguientes afirmaciones: - Hay mucha gente en mi comunidad a la que considero buenos amigos.","Por favor, indique su opinión sobre las siguientes afirmaciones: - A menudo hablo de mi comunidad como de un gran lugar para vivir.","Por favor, indique su opinión sobre las siguientes afirmaciones: - ¿Diría usted que se puede confiar en la mayoría de la gente, o que no se puede ser demasiado cuidadoso en el trato con las personas?","Por favor, indique su opinión sobre las siguientes afirmaciones: - ¿Cree que la mayoría de la gente intentaría aprovecharse de usted si tuviera la oportunidad, o intentaría ser justa?","Por favor, indique su opinión sobre las siguientes afirmaciones: - ¿Diría que la mayoría de las veces la gente intenta ser útil o que sobre todo mira por sí misma?",FL_24 - Block Randomizer - Display Order
06/06/24 08:02,06/06/24 08:15,0,100,765,1,06/06/24 08:15,R_3QMDt6uLeOS9eTE,anonymous,EN,0.800000012,,0,0,,1,43,2,6,4,1,3,3,3,3,2,2,3,1,2,2,4,1,1,3,4,5,2,2,1,4,4,3,5|4|3|1|2,5,5,5,5,2,6,6,6,6,6,6,6,6,3|6|5|7|1|8|4|2,3,3,1,1,5,1|2|4|3|5,10,5,5,1|2,3,3,3,3,3,3,5,7,4,7,7,7,6,7,7,7,7,7,8|1|10|9|3|2|4|5|7|11|6,,3|1|4|2,,,,,,,,,,Condition2_Env
06/06/24 08:17,06/06/24 08:25,0,100,517,1,06/06/24 08:25,R_1exSFpUu4zGbDFw,anonymous,EN,0.600000024,,0,0,,1,43,1,5,4,1,2,2,4,3,1,2,3,2,,4,4,1,1,2,3,4,2,3,1,3,5,1,4|1|2|3|5,5,5,5,4,3,6,5,4,6,5,5,6,6,2|4|6|7|5|1|8|3,3,4,4,1,4,1|4|3|2|5,5,4,4,2|1,3,3,3,4,5,4,5,7,6,6,7,6,7,7,7,7,7,7,7|8|11|6|3|5|9|2|4|1|10,2,1|2|3|4,3,4,4,3,3,4,5,4,5,Condition3_Ctrl
06/06/24 09:01,06/06/24 09:17,0,100,938,1,06/06/24 09:17,R_zYJ4uQRXUaa16mZ,anonymous,EN,0.800000012,,0,0,,1,25,2,5,2,1,3,3,3,3,1,2,2,1,,4,4,1,1,4,3,5,1,2,1,1,5,1,3|2|4|5|1,5,4,4,3,2,7,6,7,7,7,5,5,5,7|3|1|8|4|5|6|2,3,4,4,3,4,3|4|1|2|5,10,5,5,1|2,2,2,1,4,3,1,4,7,7,7,7,7,7,7,7,7,7,7,5|10|9|8|4|3|7|11|6|2|1,4,3|2|4|1,4,3,5,4,4,4,5,5,5,Condition1_Eco
06/06/24 09:41,06/06/24 10:07,0,100,1518,1,06/06/24 10:07,R_1gbVZB5aOTKMFZM,anonymous,EN,0.600000024,true,89,0,06/06/24 09:30,1,28,1,5,5,1,1,3,3,3,1,2,3,1,,1,3,2,2,1,4,4,2,4,1,2,4,3,2|1|4|3|5,5,4,4,4,4,5,4,5,6,2,5,5,5,8|3|5|7|2|6|4|1,3,3,3,1,1,2|4|1|3|5,10,5,5,1|2,3,5,2,2,3,3,3,7,6,4,6,6,4,7,6,6,6,7,3|10|8|4|2|11|6|9|5|1|7,4,4|2|1|3,2,2,3,3,3,3,5,3,5,Condition3_Ctrl
06/06/24 10:15,06/06/24 10:21,0,100,364,1,06/06/24 10:22,R_2XmtB8fed431Ukr,anonymous,EN,0.699999988,true,88,0,06/06/24 08:43,1,25,2,5,2,1,2,2,5,4,1,2,2,1,,2,4,1,2,2,5,5,1,1,1,2,5,2,3|1|4|5|2,5,5,5,4,4,7,6,7,,7,5,5,7,3|7|8|1|5|2|4|6,4,4,4,1,4,3|4|1|2|5,3,4,3,1|2,2,3,2,3,3,3,2,7,6,7,7,6,7,7,7,7,7,7,2|6|11|7|3|1|4|5|9|10|8,4,4|2|3|1,2,2,5,3,3,3,5,4,5,Condition2_Env
06/06/24 09:30,06/06/24 12:18,0,100,10050,1,06/06/24 12:18,R_CejIqB2gEhDEWeB,anonymous,EN,0.600000024,,0,0,,1,47,1,4,4,1,3,3,3,3,1,2,1,1,,3,4,1,1,4,4,4,,2,3,2,3,3,1|3|4|2|5,5,5,5,5,5,6,3,6,5,6,4,3,3,3|1|5|7|8|4|6|2,1,1,1,1,1,2|1|3|4|5,0,3,3,1|2,3,5,2,5,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1|2|4|10|7|9|11|8|6|5|3,1,3|1|2|4,3,3,5,3,3,3,4,4,4,Condition2_Env
06/06/24 14:55,06/06/24 15:07,0,100,746,1,06/06/24 15:07,R_3oMAn9ZsGFMbDpX,anonymous,EN,0.699999988,,0,0,,1,45,1,5,2,1,2,3,4,4,1,2,3,1,,5,2,1,1,1,2,1,1,2,1,1,4,1,2|1|3|5|4,5,5,5,5,3,5,7,6,6,2,6,5,5,3|5|4|1|7|2|8|6,2,3,3,1,2,4|3|1|2|5,0,5,5,1|2,1,2,1,5,4,1,4,5,6,4,4,6,5,4,6,6,7,6,9|10|8|1|3|6|5|11|4|7|2,2,1|3|4|2,3,3,4,3,2,3,5,5,5,Condition3_Ctrl
06/06/24 22:27,06/06/24 22:52,0,100,1487,1,06/06/24 22:52,R_3Rr7ruf9Zq5e4Zy,anonymous,EN,1,,0,25,,1,50,1,4,5,1,1,4,4,2,1,2,1,1,,3,1,1,2,1,5,5,3,2,1,2,3,4,3|4|5|1|2,5,5,5,5,5,2,6,2,6,1,5,3,6,1|4|6|2|7|8|5|3,3,3,5,1,1,3|1|2|4|5,10,5,5,2|1,4,4,2,5,3,3,2,5,1,7,5,7,4,5,5,5,6,5,1|5|4|8|3|9|11|6|10|7|2,2,1|2|4|3,1,3,3,4,4,4,3,5,5,Condition1_Eco
07/06/24 10:18,07/06/24 10:30,0,100,730,1,07/06/24 10:30,R_3maC0z4XoTf63yQ,anonymous,EN,0.600000024,true,81,0,07/06/24 10:18,1,43,2,6,4,1,3,3,3,3,2,2,3,1,2,3,3,2,3,3,4,5,2,3,3,3,3,3,2|3|4|5|1,5,5,5,3,2,6,6,6,5,6,4,6,6,1|6|5|8|7|3|4|2,1,2,1,1,2,4|1|2|3|5,10,5,3,1|2,6,6,6,6,6,6,5,7,5,5,7,7,7,7,7,7,7,7,8|9|4|5|11|6|3|2|1|10|7,2,3|4|1|2,2,3,3,3,3,3,1,1,4,Condition1_Eco
